OID_PUMA5_20|GEOID_PUMA5_20|NAMELSAD_PUMA5_20|AREALAND_PUMA5_20|AREAWATER_PUMA5_20|MTFCC_PUMA5_20|FUNCSTAT_PUMA5_20|OID_PUMA5_10|GEOID_PUMA5_10|NAMELSAD_PUMA5_10|AREALAND_PUMA5_10|AREAWATER_PUMA5_10|MTFCC_PUMA5_10|FUNCSTAT_PUMA5_10|AREALAND_PART|AREAWATER_PART
|||||||217404475226939|7800100|U.S. Virgin Islands PUMA|348021914|1550236187|G6120|S|348021914|1550236187
217704485026315|0100100|Lauderdale, Colbert & Franklin Counties PUMA|4907736657|245406362|G6120|S|217404485026315|0100100|Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA|5402914269|247612422|G6120|S|4907736657|245406362
217704485028188|0100200|Limestone County PUMA|1450296914|122310594|G6120|S|217404485028188|0100200|Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA|2680358329|141474475|G6120|S|1450296914|122310594
2177029550585383|0100300|Morgan & Lawrence Counties--Decatur City PUMA|3290201795|118878930|G6120|S|217404485040178|0100600|Morgan & Lawrence Counties--Decatur City PUMA|3290201795|118878930|G6120|S|3290201795|118878930
2177029550585392|0100401|Madison County (North & East)--Huntsville City (East) PUMA|1165630934|5674498|G6120|S|217404485028188|0100200|Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA|2680358329|141474475|G6120|S|996424703|4502657
2177029550585392|0100401|Madison County (North & East)--Huntsville City (East) PUMA|1165630934|5674498|G6120|S|217404485040881|0100302|Huntsville City (Central & South) PUMA|161118283|1277368|G6120|S|125|0
2177029550585392|0100401|Madison County (North & East)--Huntsville City (East) PUMA|1165630934|5674498|G6120|S|217404485040916|0100500|Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA|1914287586|155931197|G6120|S|169206106|1171841
2177029550585375|0100402|Huntsville (North & Far West), Madison (East) & Triana Cities PUMA|467760017|15241827|G6120|S|217404485028188|0100200|Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA|2680358329|141474475|G6120|S|231381168|14330355
2177029550585375|0100402|Huntsville (North & Far West), Madison (East) & Triana Cities PUMA|467760017|15241827|G6120|S|217404485040752|0100301|Huntsville (North) & Madison (East) Cities PUMA|236202913|909047|G6120|S|236202913|909047
2177029550585375|0100402|Huntsville (North & Far West), Madison (East) & Triana Cities PUMA|467760017|15241827|G6120|S|217404485040881|0100302|Huntsville City (Central & South) PUMA|161118283|1277368|G6120|S|175936|2425
2177029550585389|0100403|Huntsville City (Central & South) PUMA|163234632|1597586|G6120|S|217404485028188|0100200|Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA|2680358329|141474475|G6120|S|2253780|330869
2177029550585389|0100403|Huntsville City (Central & South) PUMA|163234632|1597586|G6120|S|217404485040881|0100302|Huntsville City (Central & South) PUMA|161118283|1277368|G6120|S|160941144|1266163
2177029550585389|0100403|Huntsville City (Central & South) PUMA|163234632|1597586|G6120|S|217404485040916|0100500|Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA|1914287586|155931197|G6120|S|39708|554
2177029550585377|0100501|Marshall & Madison (Far Southeast) Counties PUMA|1745042850|154767582|G6120|S|217404485040881|0100302|Huntsville City (Central & South) PUMA|161118283|1277368|G6120|S|1078|8780
2177029550585377|0100501|Marshall & Madison (Far Southeast) Counties PUMA|1745042850|154767582|G6120|S|217404485040916|0100500|Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA|1914287586|155931197|G6120|S|1745041772|154758802
217704485040178|0100600|DeKalb & Jackson Counties PUMA|4804664916|130441843|G6120|S|217404485028788|0100400|DeKalb & Jackson Counties PUMA|4804664916|130441843|G6120|S|4804664916|130441843
217704485040743|0100700|Etowah & Cherokee Counties PUMA|2819537620|155333779|G6120|S|217404485040918|0100900|Etowah County PUMA|1385916770|35022972|G6120|S|1385916770|35022972
217704485040743|0100700|Etowah & Cherokee Counties PUMA|2819537620|155333779|G6120|S|217404485029710|0101000|Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA|7860507659|198102056|G6120|S|1433620850|120310807
217704485040925|0100800|Calhoun County PUMA|1569246127|16536293|G6120|S|217404485040478|0101100|Calhoun County PUMA|1569246127|16536293|G6120|S|1569246127|16536293
217704485040918|0100900|St. Clair & Blount Counties PUMA|3306018822|71292066|G6120|S|217404485040925|0100800|St. Clair & Blount Counties PUMA|3306622913|71361035|G6120|S|3306018822|71292066
217704485029710|0101000|Cullman, Marion & Winston Counties PUMA|5413280343|104587579|G6120|S|217404485026315|0100100|Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA|5402914269|247612422|G6120|S|495177612|2206060
217704485029710|0101000|Cullman, Marion & Winston Counties PUMA|5413280343|104587579|G6120|S|217404485040743|0100700|Cullman & Winston Counties PUMA|3490620282|101406962|G6120|S|3490620282|101406962
217704485029710|0101000|Cullman, Marion & Winston Counties PUMA|5413280343|104587579|G6120|S|217404485024818|0101400|Walker, Marion (South & West), Fayette & Lamar Counties PUMA|6668478087|43589120|G6120|S|1427482449|974557
217704485040478|0101100|West Alabama PUMA|15302024455|143531469|G6120|S|217404485024818|0101400|Walker, Marion (South & West), Fayette & Lamar Counties PUMA|6668478087|43589120|G6120|S|3192237938|5931560
217704485040478|0101100|West Alabama PUMA|15302024455|143531469|G6120|S|217404485023349|0101500|Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA|5514983119|95361034|G6120|S|2282835039|22621093
217704485040478|0101100|West Alabama PUMA|15302024455|143531469|G6120|S|217404485022172|0101700|Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA|14225807286|165005801|G6120|S|9826951478|114978816
2177029550585388|0101201|Tuscaloosa County (Outer)--Northport City (North & West) PUMA|3220860536|72136879|G6120|S|217404485023349|0101500|Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA|5514983119|95361034|G6120|S|3220622987|72084411
2177029550585388|0101201|Tuscaloosa County (Outer)--Northport City (North & West) PUMA|3220860536|72136879|G6120|S|217404485040690|0101600|Tuscaloosa & Northport (Southeast) Cities PUMA|188833090|5962373|G6120|S|237549|52468
2177029550585379|0101202|Tuscaloosa & Northport (Southeast) Cities PUMA|200120634|6565435|G6120|S|217404485023349|0101500|Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA|5514983119|95361034|G6120|S|11525093|655530
2177029550585379|0101202|Tuscaloosa & Northport (Southeast) Cities PUMA|200120634|6565435|G6120|S|217404485040690|0101600|Tuscaloosa & Northport (Southeast) Cities PUMA|188833090|5962373|G6120|S|188595541|5909905
217704485040927|0101301|Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities PUMA|2662133491|40795737|G6120|S|217404485040924|0101304|Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA|1174538816|7534801|G6120|S|613140925|4112734
217704485040927|0101301|Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities PUMA|2662133491|40795737|G6120|S|217404485040920|0101305|Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA|1105479986|19730365|G6120|S|234866|0
217704485040927|0101301|Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities PUMA|2662133491|40795737|G6120|S|217404485024818|0101400|Walker, Marion (South & West), Fayette & Lamar Counties PUMA|6668478087|43589120|G6120|S|2048757700|36683003
2177029550585387|0101401|Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA|1105370023|19731282|G6120|S|217404485040923|0101200|Shelby County PUMA|2034459358|62291361|G6120|S|99221|0
2177029550585387|0101401|Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA|1105370023|19731282|G6120|S|217404485040927|0101301|Birmingham City (West) PUMA|109704340|14847|G6120|S|162437|0
2177029550585387|0101401|Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA|1105370023|19731282|G6120|S|217404485040924|0101304|Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA|1174538816|7534801|G6120|S|0|917
2177029550585387|0101401|Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA|1105370023|19731282|G6120|S|217404485040920|0101305|Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA|1105479986|19730365|G6120|S|1105108365|19730365
2177029550585391|0101402|Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA|561759067|3490119|G6120|S|217404485040925|0100800|St. Clair & Blount Counties PUMA|3306622913|71361035|G6120|S|604091|68969
2177029550585391|0101402|Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA|561759067|3490119|G6120|S|217404485040924|0101304|Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA|1174538816|7534801|G6120|S|561154976|3421150
2177029550585381|0101403|Birmingham City PUMA|244972012|236891|G6120|S|217404485040927|0101301|Birmingham City (West) PUMA|109704340|14847|G6120|S|109541903|14847
2177029550585381|0101403|Birmingham City PUMA|244972012|236891|G6120|S|217404485040928|0101302|Birmingham City (East) PUMA|135231576|222044|G6120|S|135043533|222044
2177029550585381|0101403|Birmingham City PUMA|244972012|236891|G6120|S|217404485040926|0101303|Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA|353113130|5108164|G6120|S|17888|0
2177029550585381|0101403|Birmingham City PUMA|244972012|236891|G6120|S|217404485040924|0101304|Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA|1174538816|7534801|G6120|S|242915|0
2177029550585381|0101403|Birmingham City PUMA|244972012|236891|G6120|S|217404485040920|0101305|Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA|1105479986|19730365|G6120|S|125773|0
2177029550585386|0101404|Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA|353375249|5110758|G6120|S|217404485040923|0101200|Shelby County PUMA|2034459358|62291361|G6120|S|129937|4286
2177029550585386|0101404|Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA|353375249|5110758|G6120|S|217404485040928|0101302|Birmingham City (East) PUMA|135231576|222044|G6120|S|188043|0
2177029550585386|0101404|Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA|353375249|5110758|G6120|S|217404485040926|0101303|Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA|353113130|5108164|G6120|S|353057269|5106472
2177029550585376|0101501|Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA|611994010|18094433|G6120|S|217404485040923|0101200|Shelby County PUMA|2034459358|62291361|G6120|S|611945055|18092741
2177029550585376|0101501|Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA|611994010|18094433|G6120|S|217404485040926|0101303|Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA|353113130|5108164|G6120|S|37973|1692
2177029550585376|0101501|Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA|611994010|18094433|G6120|S|217404485040920|0101305|Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA|1105479986|19730365|G6120|S|10982|0
2177029550585372|0101502|Shelby (South and East) and Chilton Counties--Alabaster (South) & Chelsea Cities PUMA|3216723980|64786450|G6120|S|217404485040923|0101200|Shelby County PUMA|2034459358|62291361|G6120|S|1422285145|44194334
2177029550585372|0101502|Shelby (South and East) and Chilton Counties--Alabaster (South) & Chelsea Cities PUMA|3216723980|64786450|G6120|S|217404485030469|0101800|Chilton, Tallapoosa, Chambers & Coosa Counties PUMA|6881169404|206345943|G6120|S|1794438835|20592116
217704485040690|0101600|Talladega, Randolph, Cleburne & Clay Counties PUMA|6426886809|77791249|G6120|S|217404485029710|0101000|Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA|7860507659|198102056|G6120|S|6426886809|77791249
217704485022172|0101700|Autauga, Dallas, Lowndes & Perry Counties PUMA|7793141806|98973056|G6120|S|217404485022172|0101700|Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA|14225807286|165005801|G6120|S|4398855808|50026985
217704485022172|0101700|Autauga, Dallas, Lowndes & Perry Counties PUMA|7793141806|98973056|G6120|S|217404485040921|0102100|Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA|6687407634|183136296|G6120|S|3394285998|48946071
2177029550585374|0101801|Montgomery City (West) PUMA|491264908|17380758|G6120|S|217404485040922|0102000|Montgomery City & Pike Road Town (North) PUMA|342869912|3307562|G6120|S|136445821|1660839
2177029550585374|0101801|Montgomery City (West) PUMA|491264908|17380758|G6120|S|217404485040921|0102100|Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA|6687407634|183136296|G6120|S|354819087|15719919
2177029550585378|0101802|Montgomery City (East) & Pike Road Town (Northwest) PUMA|314723915|8099315|G6120|S|217404485040922|0102000|Montgomery City & Pike Road Town (North) PUMA|342869912|3307562|G6120|S|206424062|1646723
2177029550585378|0101802|Montgomery City (East) & Pike Road Town (Northwest) PUMA|314723915|8099315|G6120|S|217404485040921|0102100|Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA|6687407634|183136296|G6120|S|108299853|6452592
2177029550585380|0101901|Elmore & Montgomery (South & Far East) Counties PUMA|2830002725|112017714|G6120|S|217404485040922|0102000|Montgomery City & Pike Road Town (North) PUMA|342869912|3307562|G6120|S|29|0
2177029550585380|0101901|Elmore & Montgomery (South & Far East) Counties PUMA|2830002725|112017714|G6120|S|217404485040921|0102100|Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA|6687407634|183136296|G6120|S|2830002696|112017714
217704485040922|0102000|Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA|8276249630|203550002|G6120|S|217404485030469|0101800|Chilton, Tallapoosa, Chambers & Coosa Counties PUMA|6881169404|206345943|G6120|S|5086730569|185753827
217704485040922|0102000|Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA|8276249630|203550002|G6120|S|217404485033006|0102400|Russell, Pike, Barbour, Macon & Bullock Counties PUMA|8882977073|86222945|G6120|S|3189519061|17796175
2177029550585373|0102101|Lee County (West)--Auburn & Opelika Cities PUMA|1087466743|9054183|G6120|S|217404485031121|0101900|Lee County--Auburn City PUMA|1573528082|21515484|G6120|S|1087466743|9054183
2177029550585390|0102201|Lee (East) & Russell Counties--Phenix City & Smiths Station Cities PUMA|2146713833|28025713|G6120|S|217404485031121|0101900|Lee County--Auburn City PUMA|1573528082|21515484|G6120|S|486061339|12461301
2177029550585390|0102201|Lee (East) & Russell Counties--Phenix City & Smiths Station Cities PUMA|2146713833|28025713|G6120|S|217404485033006|0102400|Russell, Pike, Barbour, Macon & Bullock Counties PUMA|8882977073|86222945|G6120|S|1660652494|15564412
217704485036763|0102300|Houston, Geneva & Henry Counties--Dothan City PUMA|4444610313|33316633|G6120|S|217404485035326|0102500|Houston, Dale, Geneva & Henry Counties--Dothan City PUMA|5897886479|37367974|G6120|S|4444610313|33316633
217704485033006|0102400|Coffee & Dale Counties PUMA|3211842094|7958530|G6120|S|217404485036763|0102300|Coffee, Covington, Butler & Crenshaw Counties PUMA|8016686975|46191621|G6120|S|1758565928|3907189
217704485033006|0102400|Coffee & Dale Counties PUMA|3211842094|7958530|G6120|S|217404485035326|0102500|Houston, Dale, Geneva & Henry Counties--Dothan City PUMA|5897886479|37367974|G6120|S|1453276166|4051341
217704485035326|0102500|Covington, Pike, Barbour, Butler & Crenshaw Counties PUMA|10290926565|95146790|G6120|S|217404485036763|0102300|Coffee, Covington, Butler & Crenshaw Counties PUMA|8016686975|46191621|G6120|S|6258121047|42284432
217704485035326|0102500|Covington, Pike, Barbour, Butler & Crenshaw Counties PUMA|10290926565|95146790|G6120|S|217404485033006|0102400|Russell, Pike, Barbour, Macon & Bullock Counties PUMA|8882977073|86222945|G6120|S|4032805518|52862358
217704485037721|0102600|Southwest Alabama PUMA|17977925892|177085487|G6120|S|217404485020454|0102200|Southwest Alabama PUMA|17977925892|177085487|G6120|S|17977925892|177085487
217704485040613|0102701|Baldwin County (North)--Daphne, Fairhope & Spanish Fort Cities PUMA|2777531326|167439848|G6120|S|217404485037721|0102600|Baldwin County PUMA|4117656199|1132956041|G6120|S|2777531326|167439848
217704485040919|0102702|Baldwin County (South)--Foley, Gulf Shores & Robertsdale Cities PUMA|1340124873|965516193|G6120|S|217404485037721|0102600|Baldwin County PUMA|4117656199|1132956041|G6120|S|1340124873|965516193
2177029550585384|0102801|Mobile County (Outer)--Prichard & Saraland Cities PUMA|2630013618|1018273012|G6120|S|217404485039367|0102703|Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City PUMA|2877544019|1031472750|G6120|S|2630013618|1018273012
2177029550585385|0102802|Mobile City (West) & Tillmans Corner CDP PUMA|327044185|13344724|G6120|S|217404485040919|0102702|Mobile City (West) PUMA|147420465|663549|G6120|S|79528574|145862
2177029550585385|0102802|Mobile City (West) & Tillmans Corner CDP PUMA|327044185|13344724|G6120|S|217404485039367|0102703|Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City PUMA|2877544019|1031472750|G6120|S|247515611|13198862
2177029550585382|0102803|Mobile City (East) PUMA|227006336|42393435|G6120|S|217404485040613|0102701|Mobile City (East) PUMA|159099655|41874872|G6120|S|159099655|41874872
2177029550585382|0102803|Mobile City (East) PUMA|227006336|42393435|G6120|S|217404485040919|0102702|Mobile City (West) PUMA|147420465|663549|G6120|S|67891891|517687
2177029550585382|0102803|Mobile City (East) PUMA|227006336|42393435|G6120|S|217404485039367|0102703|Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City PUMA|2877544019|1031472750|G6120|S|14790|876
217704485274772|0200101|Anchorage Municipality (North) PUMA|2674628825|176824850|G6120|S|217404485274772|0200101|Anchorage Municipality (North) PUMA|2675403732|204311503|G6120|S|2669908084|176579570
217704485274772|0200101|Anchorage Municipality (North) PUMA|2674628825|176824850|G6120|S|217404485275097|0200102|Anchorage Municipality (South) PUMA|1745005117|453261423|G6120|S|3149992|0
217704485274772|0200101|Anchorage Municipality (North) PUMA|2674628825|176824850|G6120|S|217404485274576|0200200|Matanuska-Susitna & Kenai Peninsula Boroughs PUMA|105599122389|23951441737|G6120|S|1570749|245280
217704485275097|0200102|Anchorage Municipality (South) PUMA|1745962524|444477347|G6120|S|217404485274772|0200101|Anchorage Municipality (North) PUMA|2675403732|204311503|G6120|S|4505548|0
217704485275097|0200102|Anchorage Municipality (South) PUMA|1745962524|444477347|G6120|S|217404485275097|0200102|Anchorage Municipality (South) PUMA|1745005117|453261423|G6120|S|1740072105|444477347
217704485275097|0200102|Anchorage Municipality (South) PUMA|1745962524|444477347|G6120|S|217404485274576|0200200|Matanuska-Susitna & Kenai Peninsula Boroughs PUMA|105599122389|23951441737|G6120|S|34113|0
217704485275097|0200102|Anchorage Municipality (South) PUMA|1745962524|444477347|G6120|S|217404485273301|0200300|Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA|231592150700|24002568454|G6120|S|1350758|0
217704485274576|0200200|Matanuska-Susitna & Kenai Peninsula Boroughs PUMA|105475670461|23987817297|G6120|S|217404485274772|0200101|Anchorage Municipality (North) PUMA|2675403732|204311503|G6120|S|990100|27731933
217704485274576|0200200|Matanuska-Susitna & Kenai Peninsula Boroughs PUMA|105475670461|23987817297|G6120|S|217404485275097|0200102|Anchorage Municipality (South) PUMA|1745005117|453261423|G6120|S|1392525|8784076
217704485274576|0200200|Matanuska-Susitna & Kenai Peninsula Boroughs PUMA|105475670461|23987817297|G6120|S|217404485274576|0200200|Matanuska-Susitna & Kenai Peninsula Boroughs PUMA|105599122389|23951441737|G6120|S|105430870322|23951112480
217704485274576|0200200|Matanuska-Susitna & Kenai Peninsula Boroughs PUMA|105475670461|23987817297|G6120|S|217404485273301|0200300|Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA|231592150700|24002568454|G6120|S|24807901|188808
217704485274576|0200200|Matanuska-Susitna & Kenai Peninsula Boroughs PUMA|105475670461|23987817297|G6120|S|217404485271138|0200400|Subsistence Alaska PUMA|1137329428000|196768579667|G6120|S|17609613|0
217704485273301|0200300|Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA|231459912388|23979471634|G6120|S|217404485275097|0200102|Anchorage Municipality (South) PUMA|1745005117|453261423|G6120|S|390495|0
217704485273301|0200300|Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA|231459912388|23979471634|G6120|S|217404485274576|0200200|Matanuska-Susitna & Kenai Peninsula Boroughs PUMA|105599122389|23951441737|G6120|S|10113464|15493
217704485273301|0200300|Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA|231459912388|23979471634|G6120|S|217404485273301|0200300|Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA|231592150700|24002568454|G6120|S|231394578716|23959354138
217704485273301|0200300|Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA|231459912388|23979471634|G6120|S|217404485271138|0200400|Subsistence Alaska PUMA|1137329428000|196768579667|G6120|S|54829713|20102003
217704485271138|0200400|Subsistence Alaska PUMA|1137584935740|196791571656|G6120|S|217404485274576|0200200|Matanuska-Susitna & Kenai Peninsula Boroughs PUMA|105599122389|23951441737|G6120|S|156533741|68484
217704485271138|0200400|Subsistence Alaska PUMA|1137584935740|196791571656|G6120|S|217404485273301|0200300|Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA|231592150700|24002568454|G6120|S|171413325|43025508
217704485271138|0200400|Subsistence Alaska PUMA|1137584935740|196791571656|G6120|S|217404485271138|0200400|Subsistence Alaska PUMA|1137329428000|196768579667|G6120|S|1137256988674|196748477664
217704486135089|0400101|Maricopa County--Mesa City (East) PUMA|224495597|523951|G6120|S|217404486135089|0400101|Maricopa County--Mesa City (East) PUMA|224643430|540787|G6120|S|224495597|523951
217704486135060|0400102|Maricopa County--Mesa City (North Central) PUMA|105735970|1182203|G6120|S|217404486135089|0400101|Maricopa County--Mesa City (East) PUMA|224643430|540787|G6120|S|132021|16836
217704486135060|0400102|Maricopa County--Mesa City (North Central) PUMA|105735970|1182203|G6120|S|217404486135060|0400102|Maricopa County--Mesa City (North Central) PUMA|106482951|1566113|G6120|S|105552820|1159186
217704486135060|0400102|Maricopa County--Mesa City (North Central) PUMA|105735970|1182203|G6120|S|217404486135053|0400111|Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town PUMA|3300390336|40498170|G6120|S|51129|6181
217704486135804|0400103|Maricopa County--Mesa City (West) PUMA|49891646|345148|G6120|S|217404486135804|0400103|Maricopa County--Mesa City (West) PUMA|46752524|345148|G6120|S|46752524|345148
217704486135804|0400103|Maricopa County--Mesa City (West) PUMA|49891646|345148|G6120|S|217404486135697|0400109|Maricopa County--Tempe City (North) PUMA|63141342|308191|G6120|S|3139122|0
217704486135823|0400104|Maricopa County--Mesa City (South Central) PUMA|54123098|113333|G6120|S|217404486135823|0400104|Maricopa County--Mesa City (South Central) PUMA|54123098|113333|G6120|S|54123098|113333
217704486135710|0400105|Maricopa County--Gilbert Town (North) PUMA|105513679|498911|G6120|S|217404486135455|0400100|Maricopa County--Gilbert (South) & Queen Creek Towns PUMA|178727238|107971|G6120|S|10190144|8236
217704486135710|0400105|Maricopa County--Gilbert Town (North) PUMA|105513679|498911|G6120|S|217404486135710|0400105|Maricopa County--Gilbert Town (North) PUMA|95665496|490675|G6120|S|95299563|490675
217704486135710|0400105|Maricopa County--Gilbert Town (North) PUMA|105513679|498911|G6120|S|217404486135700|0400106|Maricopa County--Chandler City (Northeast) PUMA|59251152|2184|G6120|S|23972|0
217704486135700|0400106|Maricopa County--Chandler City (Northeast) PUMA|59677670|2184|G6120|S|217404486135710|0400105|Maricopa County--Gilbert Town (North) PUMA|95665496|490675|G6120|S|179660|0
217704486135700|0400106|Maricopa County--Chandler City (Northeast) PUMA|59677670|2184|G6120|S|217404486135700|0400106|Maricopa County--Chandler City (Northeast) PUMA|59251152|2184|G6120|S|59190496|2184
217704486135700|0400106|Maricopa County--Chandler City (Northeast) PUMA|59677670|2184|G6120|S|217404486135057|0400107|Maricopa County--Chandler City (South) PUMA|105639396|284249|G6120|S|288223|0
217704486135700|0400106|Maricopa County--Chandler City (Northeast) PUMA|59677670|2184|G6120|S|217404486135479|0400108|Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA|70730114|416515|G6120|S|19291|0
217704486135057|0400107|Maricopa County--Chandler City (South) PUMA|105397842|284249|G6120|S|217404486135700|0400106|Maricopa County--Chandler City (Northeast) PUMA|59251152|2184|G6120|S|36342|0
217704486135057|0400107|Maricopa County--Chandler City (South) PUMA|105397842|284249|G6120|S|217404486135057|0400107|Maricopa County--Chandler City (South) PUMA|105639396|284249|G6120|S|105281680|284249
217704486135057|0400107|Maricopa County--Chandler City (South) PUMA|105397842|284249|G6120|S|217404486135042|0400134|Maricopa County (West) & Gila River Indian Community (Northwest) PUMA|16256615533|5754119|G6120|S|79820|0
217704486135479|0400108|Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA|70895953|416515|G6120|S|217404486135700|0400106|Maricopa County--Chandler City (Northeast) PUMA|59251152|2184|G6120|S|342|0
217704486135479|0400108|Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA|70895953|416515|G6120|S|217404486135479|0400108|Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA|70730114|416515|G6120|S|70614723|416515
217704486135479|0400108|Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA|70895953|416515|G6120|S|217404486135697|0400109|Maricopa County--Tempe City (North) PUMA|63141342|308191|G6120|S|779|0
217704486135479|0400108|Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA|70895953|416515|G6120|S|217404486135499|0400120|Phoenix City--Ahwatukee & South Mountain PUMA|142429488|291518|G6120|S|280109|0
217704486135697|0400109|Maricopa County--Tempe City (North) PUMA|53691552|214298|G6120|S|217404486135479|0400108|Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA|70730114|416515|G6120|S|32993|0
217704486135697|0400109|Maricopa County--Tempe City (North) PUMA|53691552|214298|G6120|S|217404486135697|0400109|Maricopa County--Tempe City (North) PUMA|63141342|308191|G6120|S|53502346|210131
217704486135697|0400109|Maricopa County--Tempe City (North) PUMA|53691552|214298|G6120|S|217404486135745|0400117|Phoenix City (East) PUMA|61990396|318080|G6120|S|127652|3725
217704486135697|0400109|Maricopa County--Tempe City (North) PUMA|53691552|214298|G6120|S|217404486135799|0400118|Phoenix City--Downtown & Sky Harbor International Airport PUMA|89725657|144414|G6120|S|11143|442
217704486135697|0400109|Maricopa County--Tempe City (North) PUMA|53691552|214298|G6120|S|217404486135703|0400119|Phoenix City (South) PUMA|79594939|187948|G6120|S|17418|0
217704486135678|0400110|Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town PUMA|121486465|930687|G6120|S|217404486135678|0400110|Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town PUMA|121967077|940740|G6120|S|121029770|930687
217704486135678|0400110|Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town PUMA|121486465|930687|G6120|S|217404486135053|0400111|Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town PUMA|3300390336|40498170|G6120|S|104505|0
