OID_PUMA5_20|GEOID_PUMA5_20|NAMELSAD_PUMA5_20|AREALAND_PUMA5_20|AREAWATER_PUMA5_20|MTFCC_PUMA5_20|FUNCSTAT_PUMA5_20|OID_UA_20|GEOID_UA_20|NAMELSAD_UA_20|AREALAND_UA_20|AREAWATER_UA_20|MTFCC_UA_20|FUNCSTAT_UA_20|AREALAND_PART|AREAWATER_PART
|||||||27070228306010|15697|Charlotte Amalie, VI Urban Area|60996780|436682|G3500|S|60996780|436682
|||||||27070230244327|16750|Christiansted--Frederiksted, VI Urban Area|89028187|179432|G3500|S|89028187|179432
|||||||27070228802925|21475|Cruz Bay, VI Urban Area|8045975|45755|G3500|S|8045975|45755
|||||||270704476407200|32506|Garapan, MP Urban Area|44668702|185857|G3500|S|44668702|185857
|||||||270704477767617|86369|Tafuna--Pago Pago, AS Urban Area|38957303|1628266|G3500|S|38957303|1628266
217704485026315|0100100|Lauderdale, Colbert & Franklin Counties PUMA|4907736657|245406362|G6120|S||||||||4748254984|245004408
217704485026315|0100100|Lauderdale, Colbert & Franklin Counties PUMA|4907736657|245406362|G6120|S|27070106290498|29953|Florence, AL Urban Area|141482263|367280|G3500|S|141482263|367280
217704485026315|0100100|Lauderdale, Colbert & Franklin Counties PUMA|4907736657|245406362|G6120|S|27070106290499|76906|Russellville, AL Urban Area|17999410|34674|G3500|S|17999410|34674
217704485028188|0100200|Limestone County PUMA|1450296914|122310594|G6120|S||||||||1343677869|121795126
217704485028188|0100200|Limestone County PUMA|1450296914|122310594|G6120|S|2707085573994|03655|Athens, AL Urban Area|52039316|299071|G3500|S|52039316|299071
217704485028188|0100200|Limestone County PUMA|1450296914|122310594|G6120|S|2707074743319|22690|Decatur, AL Urban Area|112586219|1051392|G3500|S|4085321|58951
217704485028188|0100200|Limestone County PUMA|1450296914|122310594|G6120|S|2707065843876|40780|Huntsville, AL Urban Area|556245247|2626676|G3500|S|50494408|157446
2177029550585383|0100300|Morgan & Lawrence Counties--Decatur City PUMA|3290201795|118878930|G6120|S||||||||3145679236|117748460
2177029550585383|0100300|Morgan & Lawrence Counties--Decatur City PUMA|3290201795|118878930|G6120|S|2707074743319|22690|Decatur, AL Urban Area|112586219|1051392|G3500|S|108500898|992441
2177029550585383|0100300|Morgan & Lawrence Counties--Decatur City PUMA|3290201795|118878930|G6120|S|2707032391317897|37351|Hartselle, AL Urban Area|36021661|138029|G3500|S|36021661|138029
2177029550585392|0100401|Madison County (North & East)--Huntsville City (East) PUMA|1165630934|5674498|G6120|S||||||||1030383855|5142604
2177029550585392|0100401|Madison County (North & East)--Huntsville City (East) PUMA|1165630934|5674498|G6120|S|2707065843876|40780|Huntsville, AL Urban Area|556245247|2626676|G3500|S|110126422|437732
2177029550585392|0100401|Madison County (North & East)--Huntsville City (East) PUMA|1165630934|5674498|G6120|S|2707032391317898|40813|Huntsville Southeast, AL Urban Area|27750195|98506|G3500|S|25120657|94162
2177029550585375|0100402|Huntsville (North & Far West), Madison (East) & Triana Cities PUMA|467760017|15241827|G6120|S||||||||210760485|13753126
2177029550585375|0100402|Huntsville (North & Far West), Madison (East) & Triana Cities PUMA|467760017|15241827|G6120|S|2707065843876|40780|Huntsville, AL Urban Area|556245247|2626676|G3500|S|256999532|1488701
2177029550585389|0100403|Huntsville City (Central & South) PUMA|163234632|1597586|G6120|S||||||||25695426|1054789
2177029550585389|0100403|Huntsville City (Central & South) PUMA|163234632|1597586|G6120|S|2707065843876|40780|Huntsville, AL Urban Area|556245247|2626676|G3500|S|137539206|542797
2177029550585377|0100501|Marshall & Madison (Far Southeast) Counties PUMA|1745042850|154767582|G6120|S||||||||1633790374|153872262
2177029550585377|0100501|Marshall & Madison (Far Southeast) Counties PUMA|1745042850|154767582|G6120|S|2707073801676|01036|Albertville, AL Urban Area|90243946|613266|G3500|S|86014907|613266
2177029550585377|0100501|Marshall & Madison (Far Southeast) Counties PUMA|1745042850|154767582|G6120|S|2707073801677|02791|Arab, AL Urban Area|22520970|279456|G3500|S|21522352|277710
2177029550585377|0100501|Marshall & Madison (Far Southeast) Counties PUMA|1745042850|154767582|G6120|S|2707065843876|40780|Huntsville, AL Urban Area|556245247|2626676|G3500|S|1085679|0
2177029550585377|0100501|Marshall & Madison (Far Southeast) Counties PUMA|1745042850|154767582|G6120|S|2707032391317898|40813|Huntsville Southeast, AL Urban Area|27750195|98506|G3500|S|2629538|4344
217704485040178|0100600|DeKalb & Jackson Counties PUMA|4804664916|130441843|G6120|S||||||||4742147211|130411335
217704485040178|0100600|DeKalb & Jackson Counties PUMA|4804664916|130441843|G6120|S|27070111545077|30844|Fort Payne, AL Urban Area|22392683|30508|G3500|S|22392683|30508
217704485040178|0100600|DeKalb & Jackson Counties PUMA|4804664916|130441843|G6120|S|2707065184795|80092|Scottsboro, AL Urban Area|31970898|0|G3500|S|31970898|0
217704485040178|0100600|DeKalb & Jackson Counties PUMA|4804664916|130441843|G6120|S|270704485566805|83377|South Pittsburg--Bridgeport, TN--AL Urban Area|14306706|0|G3500|S|8154124|0
217704485040743|0100700|Etowah & Cherokee Counties PUMA|2819537620|155333779|G6120|S||||||||2656777740|150078235
217704485040743|0100700|Etowah & Cherokee Counties PUMA|2819537620|155333779|G6120|S|2707073801676|01036|Albertville, AL Urban Area|90243946|613266|G3500|S|4229039|0
217704485040743|0100700|Etowah & Cherokee Counties PUMA|2819537620|155333779|G6120|S|27070112690948|32113|Gadsden, AL Urban Area|158530841|5255544|G3500|S|158530841|5255544
217704485040925|0100800|Calhoun County PUMA|1569246127|16536293|G6120|S||||||||1379518939|15514281
217704485040925|0100800|Calhoun County PUMA|1569246127|16536293|G6120|S|27070103026869|02629|Anniston--Oxford, AL Urban Area|204340445|1108735|G3500|S|189727188|1022012
217704485040918|0100900|St. Clair & Blount Counties PUMA|3306018822|71292066|G6120|S||||||||3212514240|70540462
217704485040918|0100900|St. Clair & Blount Counties PUMA|3306018822|71292066|G6120|S|2707074307312|07786|Birmingham, AL Urban Area|1319007575|9300252|G3500|S|45956462|427613
217704485040918|0100900|St. Clair & Blount Counties PUMA|3306018822|71292066|G6120|S|27070100196225|65485|Oneonta, AL Urban Area|11325973|1452|G3500|S|11325973|1452
217704485040918|0100900|St. Clair & Blount Counties PUMA|3306018822|71292066|G6120|S|2707085805983|68374|Pell City, AL Urban Area|36222147|322539|G3500|S|36222147|322539
217704485029710|0101000|Cullman, Marion & Winston Counties PUMA|5413280343|104587579|G6120|S||||||||5356620345|104130259
217704485029710|0101000|Cullman, Marion & Winston Counties PUMA|5413280343|104587579|G6120|S|2707073801677|02791|Arab, AL Urban Area|22520970|279456|G3500|S|998618|1746
217704485029710|0101000|Cullman, Marion & Winston Counties PUMA|5413280343|104587579|G6120|S|27070109084650|21637|Cullman, AL Urban Area|55661380|455574|G3500|S|55661380|455574
217704485040478|0101100|West Alabama PUMA|15302024455|143531469|G6120|S||||||||15290242761|143449101
217704485040478|0101100|West Alabama PUMA|15302024455|143531469|G6120|S|2707075862117|23365|Demopolis, AL Urban Area|11781694|82368|G3500|S|11781694|82368
2177029550585388|0101201|Tuscaloosa County (Outer)--Northport City (North & West) PUMA|3220860536|72136879|G6120|S||||||||3150282786|71526826
2177029550585388|0101201|Tuscaloosa County (Outer)--Northport City (North & West) PUMA|3220860536|72136879|G6120|S|2707075610079|89110|Tuscaloosa, AL Urban Area|228331801|3907120|G3500|S|70577750|610053
2177029550585379|0101202|Tuscaloosa & Northport (Southeast) Cities PUMA|200120634|6565435|G6120|S||||||||42366583|3268368
2177029550585379|0101202|Tuscaloosa & Northport (Southeast) Cities PUMA|200120634|6565435|G6120|S|2707075610079|89110|Tuscaloosa, AL Urban Area|228331801|3907120|G3500|S|157754051|3297067
217704485040927|0101301|Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities PUMA|2662133491|40795737|G6120|S||||||||2558632741|40615209
217704485040927|0101301|Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities PUMA|2662133491|40795737|G6120|S|2707074307312|07786|Birmingham, AL Urban Area|1319007575|9300252|G3500|S|60246051|95814
217704485040927|0101301|Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities PUMA|2662133491|40795737|G6120|S|2707076456249|42616|Jasper, AL Urban Area|43254699|84714|G3500|S|43254699|84714
2177029550585387|0101401|Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA|1105370023|19731282|G6120|S||||||||923970838|19230275
2177029550585387|0101401|Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA|1105370023|19731282|G6120|S|2707074307312|07786|Birmingham, AL Urban Area|1319007575|9300252|G3500|S|181399185|501007
2177029550585391|0101402|Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA|561759067|3490119|G6120|S||||||||308919691|2501528
2177029550585391|0101402|Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA|561759067|3490119|G6120|S|2707074307312|07786|Birmingham, AL Urban Area|1319007575|9300252|G3500|S|252839376|988591
2177029550585381|0101403|Birmingham City PUMA|244972012|236891|G6120|S||||||||5583560|14695
2177029550585381|0101403|Birmingham City PUMA|244972012|236891|G6120|S|2707074307312|07786|Birmingham, AL Urban Area|1319007575|9300252|G3500|S|239388452|222196
2177029550585386|0101404|Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA|353375249|5110758|G6120|S||||||||108050307|3235871
2177029550585386|0101404|Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA|353375249|5110758|G6120|S|2707074307312|07786|Birmingham, AL Urban Area|1319007575|9300252|G3500|S|245324942|1874887
2177029550585376|0101501|Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA|611994010|18094433|G6120|S||||||||399942602|13854407
2177029550585376|0101501|Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA|611994010|18094433|G6120|S|2707074307312|07786|Birmingham, AL Urban Area|1319007575|9300252|G3500|S|212051408|4240026
2177029550585372|0101502|Shelby (South and East) and Chilton Counties--Alabaster (South) & Chelsea Cities PUMA|3216723980|64786450|G6120|S||||||||3098332655|63629999
2177029550585372|0101502|Shelby (South and East) and Chilton Counties--Alabaster (South) & Chelsea Cities PUMA|3216723980|64786450|G6120|S|2707074307312|07786|Birmingham, AL Urban Area|1319007575|9300252|G3500|S|81801699|950118
2177029550585372|0101502|Shelby (South and East) and Chilton Counties--Alabaster (South) & Chelsea Cities PUMA|3216723980|64786450|G6120|S|27070336523264|17047|Clanton, AL Urban Area|23460292|141751|G3500|S|23460292|141751
2177029550585372|0101502|Shelby (South and East) and Chilton Counties--Alabaster (South) & Chelsea Cities PUMA|3216723980|64786450|G6120|S|2707032391317896|58492|Montevallo, AL Urban Area|13129334|64582|G3500|S|13129334|64582
217704485040690|0101600|Talladega, Randolph, Cleburne & Clay Counties PUMA|6426886809|77791249|G6120|S||||||||6336249916|77406396
217704485040690|0101600|Talladega, Randolph, Cleburne & Clay Counties PUMA|6426886809|77791249|G6120|S|27070103026869|02629|Anniston--Oxford, AL Urban Area|204340445|1108735|G3500|S|14613257|86723
217704485040690|0101600|Talladega, Randolph, Cleburne & Clay Counties PUMA|6426886809|77791249|G6120|S|27070297416805|86194|Sylacauga, AL Urban Area|49864638|288911|G3500|S|49864638|288911
217704485040690|0101600|Talladega, Randolph, Cleburne & Clay Counties PUMA|6426886809|77791249|G6120|S|27070297416808|86437|Talladega, AL Urban Area|26158998|9219|G3500|S|26158998|9219
217704485022172|0101700|Autauga, Dallas, Lowndes & Perry Counties PUMA|7793141806|98973056|G6120|S||||||||7689869038|98425867
217704485022172|0101700|Autauga, Dallas, Lowndes & Perry Counties PUMA|7793141806|98973056|G6120|S|27070358358537|58600|Montgomery, AL Urban Area|375806552|2449268|G3500|S|55907164|216204
217704485022172|0101700|Autauga, Dallas, Lowndes & Perry Counties PUMA|7793141806|98973056|G6120|S|27070110065326|80524|Selma, AL Urban Area|47365604|330985|G3500|S|47365604|330985
2177029550585374|0101801|Montgomery City (West) PUMA|491264908|17380758|G6120|S||||||||349399915|16477493
2177029550585374|0101801|Montgomery City (West) PUMA|491264908|17380758|G6120|S|27070358358537|58600|Montgomery, AL Urban Area|375806552|2449268|G3500|S|141864993|903265
2177029550585378|0101802|Montgomery City (East) & Pike Road Town (Northwest) PUMA|314723915|8099315|G6120|S||||||||180990763|7311964
2177029550585378|0101802|Montgomery City (East) & Pike Road Town (Northwest) PUMA|314723915|8099315|G6120|S|27070358358537|58600|Montgomery, AL Urban Area|375806552|2449268|G3500|S|133733152|787351
2177029550585380|0101901|Elmore & Montgomery (South & Far East) Counties PUMA|2830002725|112017714|G6120|S||||||||2774189409|111398571
2177029550585380|0101901|Elmore & Montgomery (South & Far East) Counties PUMA|2830002725|112017714|G6120|S|27070358358537|58600|Montgomery, AL Urban Area|375806552|2449268|G3500|S|44301243|542448
2177029550585380|0101901|Elmore & Montgomery (South & Far East) Counties PUMA|2830002725|112017714|G6120|S|27070332702365|94618|Wetumpka, AL Urban Area|11512073|76695|G3500|S|11512073|76695
217704485040922|0102000|Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA|8276249630|203550002|G6120|S||||||||8188962078|203094826
217704485040922|0102000|Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA|8276249630|203550002|G6120|S|27070299614599|01252|Alexander City, AL Urban Area|25354836|35945|G3500|S|25354836|35945
217704485040922|0102000|Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA|8276249630|203550002|G6120|S|27070346801568|89164|Tuskegee, AL Urban Area|21229049|419231|G3500|S|21229049|419231
217704485040922|0102000|Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA|8276249630|203550002|G6120|S|27070351410200|90082|Valley--Lanett, AL--GA Urban Area|46871400|362796|G3500|S|40703667|0
2177029550585373|0102101|Lee County (West)--Auburn & Opelika Cities PUMA|1087466743|9054183|G6120|S||||||||929073244|7581435
2177029550585373|0102101|Lee County (West)--Auburn & Opelika Cities PUMA|1087466743|9054183|G6120|S|27070356930588|04033|Auburn, AL Urban Area|158393499|1472748|G3500|S|158393499|1472748
2177029550585390|0102201|Lee (East) & Russell Counties--Phenix City & Smiths Station Cities PUMA|2146713833|28025713|G6120|S||||||||2029171611|27418334
2177029550585390|0102201|Lee (East) & Russell Counties--Phenix City & Smiths Station Cities PUMA|2146713833|28025713|G6120|S|27070287464891|19099|Columbus, GA--AL Urban Area|369997871|2247227|G3500|S|117542222|607379
217704485036763|0102300|Houston, Geneva & Henry Counties--Dothan City PUMA|4444610313|33316633|G6120|S||||||||4311062394|32929077
217704485036763|0102300|Houston, Geneva & Henry Counties--Dothan City PUMA|4444610313|33316633|G6120|S|27070348428339|24472|Dothan, AL Urban Area|142674706|387556|G3500|S|133547919|387556
217704485033006|0102400|Coffee & Dale Counties PUMA|3211842094|7958530|G6120|S||||||||3077810068|7628124
217704485033006|0102400|Coffee & Dale Counties PUMA|3211842094|7958530|G6120|S|27070348428339|24472|Dothan, AL Urban Area|142674706|387556|G3500|S|9126787|0
217704485033006|0102400|Coffee & Dale Counties PUMA|3211842094|7958530|G6120|S|27070353007932|27685|Enterprise, AL Urban Area|61504880|151495|G3500|S|61504880|151495
217704485033006|0102400|Coffee & Dale Counties PUMA|3211842094|7958530|G6120|S|2707032391318096|30885|Fort Rucker--Daleville, AL Urban Area|20113274|0|G3500|S|20113274|0
217704485033006|0102400|Coffee & Dale Counties PUMA|3211842094|7958530|G6120|S|270704485565491|66690|Ozark, AL Urban Area|43287085|178911|G3500|S|43287085|178911
217704485035326|0102500|Covington, Pike, Barbour, Butler & Crenshaw Counties PUMA|10290926565|95146790|G6120|S||||||||10203616496|94813629
217704485035326|0102500|Covington, Pike, Barbour, Butler & Crenshaw Counties PUMA|10290926565|95146790|G6120|S|27070107528070|02359|Andalusia, AL Urban Area|17775439|103830|G3500|S|17775439|103830
217704485035326|0102500|Covington, Pike, Barbour, Butler & Crenshaw Counties PUMA|10290926565|95146790|G6120|S|27070385660986|28090|Eufaula, AL--GA Urban Area|18010672|28095|G3500|S|16132419|28095
217704485035326|0102500|Covington, Pike, Barbour, Butler & Crenshaw Counties PUMA|10290926565|95146790|G6120|S|27070101415607|35272|Greenville, AL Urban Area|14521137|0|G3500|S|14521137|0
217704485035326|0102500|Covington, Pike, Barbour, Butler & Crenshaw Counties PUMA|10290926565|95146790|G6120|S|27070107528071|65620|Opp, AL Urban Area|13468175|186253|G3500|S|13468175|186253
217704485035326|0102500|Covington, Pike, Barbour, Butler & Crenshaw Counties PUMA|10290926565|95146790|G6120|S|27070310773407|88543|Troy, AL Urban Area|25412899|14983|G3500|S|25412899|14983
217704485037721|0102600|Southwest Alabama PUMA|17977925892|177085487|G6120|S||||||||17935917413|176980038
217704485037721|0102600|Southwest Alabama PUMA|17977925892|177085487|G6120|S|27070112132499|03925|Atmore, AL Urban Area|13219601|52468|G3500|S|13219601|52468
217704485037721|0102600|Southwest Alabama PUMA|17977925892|177085487|G6120|S|27070112132500|10081|Brewton, AL Urban Area|16207531|52981|G3500|S|16207531|52981
217704485037721|0102600|Southwest Alabama PUMA|17977925892|177085487|G6120|S|2707076091312|58411|Monroeville, AL Urban Area|12581347|0|G3500|S|12581347|0
217704485040613|0102701|Baldwin County (North)--Daphne, Fairhope & Spanish Fort Cities PUMA|2777531326|167439848|G6120|S||||||||2606539276|166622148
217704485040613|0102701|Baldwin County (North)--Daphne, Fairhope & Spanish Fort Cities PUMA|2777531326|167439848|G6120|S|27070114112942|05923|Bay Minette, AL Urban Area|18014152|143683|G3500|S|18014152|143683
217704485040613|0102701|Baldwin County (North)--Daphne, Fairhope & Spanish Fort Cities PUMA|2777531326|167439848|G6120|S|2707032391318098|28766|Fairhope--Daphne, AL Urban Area|152977898|674017|G3500|S|152977898|674017
217704485040919|0102702|Baldwin County (South)--Foley, Gulf Shores & Robertsdale Cities PUMA|1340124873|965516193|G6120|S||||||||1156060745|956052319
217704485040919|0102702|Baldwin County (South)--Foley, Gulf Shores & Robertsdale Cities PUMA|1340124873|965516193|G6120|S|270704485565461|30171|Foley--Gulf Shores, AL Urban Area|127027183|1097944|G3500|S|127027183|1097944
217704485040919|0102702|Baldwin County (South)--Foley, Gulf Shores & Robertsdale Cities PUMA|1340124873|965516193|G6120|S|2707090327034|68482|Pensacola, FL--AL Urban Area|679971435|21560293|G3500|S|41807250|8351636
217704485040919|0102702|Baldwin County (South)--Foley, Gulf Shores & Robertsdale Cities PUMA|1340124873|965516193|G6120|S|27070114112946|75502|Robertsdale, AL Urban Area|15229695|14294|G3500|S|15229695|14294
2177029550585384|0102801|Mobile County (Outer)--Prichard & Saraland Cities PUMA|2630013618|1018273012|G6120|S||||||||2493046224|1016734829
2177029550585384|0102801|Mobile County (Outer)--Prichard & Saraland Cities PUMA|2630013618|1018273012|G6120|S|27070543360948|57925|Mobile, AL Urban Area|571733437|10111122|G3500|S|136967394|1538183
2177029550585385|0102802|Mobile City (West) & Tillmans Corner CDP PUMA|327044185|13344724|G6120|S||||||||97466087|11673461
2177029550585385|0102802|Mobile City (West) & Tillmans Corner CDP PUMA|327044185|13344724|G6120|S|27070543360948|57925|Mobile, AL Urban Area|571733437|10111122|G3500|S|229578098|1671263
2177029550585382|0102803|Mobile City (East) PUMA|227006336|42393435|G6120|S||||||||21818391|35491759
2177029550585382|0102803|Mobile City (East) PUMA|227006336|42393435|G6120|S|27070543360948|57925|Mobile, AL Urban Area|571733437|10111122|G3500|S|205187945|6901676
217704485274772|0200101|Anchorage Municipality (North) PUMA|2674628825|176824850|G6120|S||||||||2554509013|175821480
217704485274772|0200101|Anchorage Municipality (North) PUMA|2674628825|176824850|G6120|S|2707045413700|02305|Anchorage, AK Urban Area|237473557|2775799|G3500|S|74321515|528020
217704485274772|0200101|Anchorage Municipality (North) PUMA|2674628825|176824850|G6120|S|2707045413701|02332|Anchorage Northeast, AK Urban Area|45798297|475350|G3500|S|45798297|475350
217704485275097|0200102|Anchorage Municipality (South) PUMA|1745962524|444477347|G6120|S||||||||1582810482|442229568
217704485275097|0200102|Anchorage Municipality (South) PUMA|1745962524|444477347|G6120|S|2707045413700|02305|Anchorage, AK Urban Area|237473557|2775799|G3500|S|163152042|2247779
217704485274576|0200200|Matanuska-Susitna & Kenai Peninsula Boroughs PUMA|105475670461|23987817297|G6120|S||||||||105279493199|23981435687
217704485274576|0200200|Matanuska-Susitna & Kenai Peninsula Boroughs PUMA|105475670461|23987817297|G6120|S|2707045664728|44344|Kenai, AK Urban Area|33795257|126696|G3500|S|33795257|126696
217704485274576|0200200|Matanuska-Susitna & Kenai Peninsula Boroughs PUMA|105475670461|23987817297|G6120|S|2707045664729|82819|Soldotna, AK Urban Area|13119349|7710|G3500|S|13119349|7710
217704485274576|0200200|Matanuska-Susitna & Kenai Peninsula Boroughs PUMA|105475670461|23987817297|G6120|S|2707032391318099|92459|Wasilla--Knik-Fairview--North Lakes, AK Urban Area|149262656|6247204|G3500|S|149262656|6247204
217704485273301|0200300|Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA|231459912388|23979471634|G6120|S||||||||231167871079|23971679813
217704485273301|0200300|Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA|231459912388|23979471634|G6120|S|27070495881038|28549|Fairbanks, AK Urban Area|192442666|6579721|G3500|S|192442666|6579721
217704485273301|0200300|Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA|231459912388|23979471634|G6120|S|2707045059767|43561|Juneau, AK Urban Area|38274460|633165|G3500|S|38274460|633165
217704485273301|0200300|Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA|231459912388|23979471634|G6120|S|2707045732219|44668|Ketchikan, AK Urban Area|61324183|578935|G3500|S|61324183|578935
217704485271138|0200400|Subsistence Alaska PUMA|1137584935740|196791571656|G6120|S||||||||1137516101584|196786586280
217704485271138|0200400|Subsistence Alaska PUMA|1137584935740|196791571656|G6120|S|2707045104402|07381|Bethel, AK Urban Area|38849240|651455|G3500|S|38849240|651455
217704485271138|0200400|Subsistence Alaska PUMA|1137584935740|196791571656|G6120|S|2707045755004|45667|Kodiak--Mill Bay, AK Urban Area|12907517|656531|G3500|S|12907517|656531
217704485271138|0200400|Subsistence Alaska PUMA|1137584935740|196791571656|G6120|S|27070500631874|82306|Sitka, AK Urban Area|17077399|3677390|G3500|S|17077399|3677390
217704486135089|0400101|Maricopa County--Mesa City (East) PUMA|224495597|523951|G6120|S||||||||68968292|70791
217704486135089|0400101|Maricopa County--Mesa City (East) PUMA|224495597|523951|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|155527305|453160
217704486135060|0400102|Maricopa County--Mesa City (North Central) PUMA|105735970|1182203|G6120|S||||||||8001043|911099
217704486135060|0400102|Maricopa County--Mesa City (North Central) PUMA|105735970|1182203|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|97734927|271104
217704486135804|0400103|Maricopa County--Mesa City (West) PUMA|49891646|345148|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|49891646|345148
217704486135823|0400104|Maricopa County--Mesa City (South Central) PUMA|54123098|113333|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|54123098|113333
217704486135710|0400105|Maricopa County--Gilbert Town (North) PUMA|105513679|498911|G6120|S||||||||1023430|0
217704486135710|0400105|Maricopa County--Gilbert Town (North) PUMA|105513679|498911|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|104490249|498911
217704486135700|0400106|Maricopa County--Chandler City (Northeast) PUMA|59677670|2184|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|59677670|2184
217704486135057|0400107|Maricopa County--Chandler City (South) PUMA|105397842|284249|G6120|S||||||||328930|0
217704486135057|0400107|Maricopa County--Chandler City (South) PUMA|105397842|284249|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|105068912|284249
217704486135479|0400108|Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA|70895953|416515|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|70895953|416515
217704486135697|0400109|Maricopa County--Tempe City (North) PUMA|53691552|214298|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|53691552|214298
217704486135678|0400110|Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town PUMA|121486465|930687|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|121486465|930687
217704486135053|0400111|Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town PUMA|3302403958|40971866|G6120|S||||||||3159324072|40474342
217704486135053|0400111|Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town PUMA|3302403958|40971866|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|135157593|482691
217704486135053|0400111|Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town PUMA|3302403958|40971866|G6120|S|2707032391317793|75092|Rio Verde, AZ Urban Area|7922293|14833|G3500|S|7922293|14833
217704486135059|0400112|Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek PUMA|608386502|439097|G6120|S||||||||375726260|101328
217704486135059|0400112|Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek PUMA|608386502|439097|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|232660242|337769
217704486135744|0400113|Phoenix City (Northeast) PUMA|85378599|225348|G6120|S||||||||14276865|0
217704486135744|0400113|Phoenix City (Northeast) PUMA|85378599|225348|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|71101734|225348
217704486135735|0400114|Phoenix City (Northeast Central) PUMA|62871042|57812|G6120|S||||||||1048636|0
217704486135735|0400114|Phoenix City (Northeast Central) PUMA|62871042|57812|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|61822406|57812
217704486135728|0400115|Phoenix City (Northwest Central) PUMA|56734067|71823|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|56734067|71823
217704486135878|0400116|Phoenix City (Uptown) PUMA|44501849|122280|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|44501849|122280
217704486135745|0400117|Phoenix City (East) PUMA|64242610|331653|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|64242610|331653
217704486135799|0400118|Phoenix City--Downtown & Sky Harbor International Airport PUMA|93258428|162673|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|93258428|162673
217704486135703|0400119|Phoenix City (South) PUMA|79603499|187948|G6120|S|270701231876576|69184|Phoenix--Mesa--Scottsdale, AZ Urban Area|2876131867|8942624|G3500|S|79603499|187948
