OID_PUMA5_20|GEOID_PUMA5_20|NAMELSAD_PUMA5_20|AREALAND_PUMA5_20|AREAWATER_PUMA5_20|MTFCC_PUMA5_20|FUNCSTAT_PUMA5_20|OID_ZCTA5_20|GEOID_ZCTA5_20|NAMELSAD_ZCTA5_20|AREALAND_ZCTA5_20|AREAWATER_ZCTA5_20|MTFCC_ZCTA5_20|CLASSFP_ZCTA5_20|FUNCSTAT_ZCTA5_20|AREALAND_PART|AREAWATER_PART
217704486282551|0608506|Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities PUMA|2152288671|13432166|G6120|S|221704258477049|95135|ZCTA5 95135|335252894|2262354|G6350|B5|S|306686487|2262354
217704486282551|0608506|Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities PUMA|2152288671|13432166|G6120|S|221704258477052|95138|ZCTA5 95138|67431830|6794|G6350|B5|S|33810647|6794
217704486282551|0608506|Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities PUMA|2152288671|13432166|G6120|S|221704258477054|95140|ZCTA5 95140|199032255|139260|G6350|B5|S|194811826|139260
217704486282552|0608507|Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA|265110754|2603939|G6120|S|221704258476568|94024|ZCTA5 94024|21426738|0|G6350|B5|S|388437|0
217704486282552|0608507|Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA|265110754|2603939|G6120|S|221704258476606|94087|ZCTA5 94087|17070567|0|G6350|B5|S|527070|0
217704486282552|0608507|Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA|265110754|2603939|G6120|S|221704258476956|95014|ZCTA5 95014|64388215|339868|G6350|B5|S|29483169|261855
217704486282552|0608507|Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA|265110754|2603939|G6120|S|221704258476967|95030|ZCTA5 95030|27309721|0|G6350|B5|S|27309721|0
217704486282552|0608507|Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA|265110754|2603939|G6120|S|221704258476970|95032|ZCTA5 95032|48346431|351979|G6350|B5|S|47279923|351979
217704486282552|0608507|Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA|265110754|2603939|G6120|S|221704258476972|95033|ZCTA5 95033|231661592|1880021|G6350|B5|S|88240285|1876950
217704486282552|0608507|Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA|265110754|2603939|G6120|S|221704258476996|95051|ZCTA5 95051|17070850|0|G6350|B5|S|1377746|0
217704486282552|0608507|Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA|265110754|2603939|G6120|S|221704258477006|95070|ZCTA5 95070|73352231|70015|G6350|B5|S|42147697|0
217704486282552|0608507|Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA|265110754|2603939|G6120|S|221704258477023|95120|ZCTA5 95120|101789492|895997|G6350|B5|S|26779664|113155
217704486282552|0608507|Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA|265110754|2603939|G6120|S|221704258477031|95124|ZCTA5 95124|17064020|0|G6350|B5|S|1332521|0
217704486282552|0608507|Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA|265110754|2603939|G6120|S|221704258477041|95129|ZCTA5 95129|11818432|0|G6350|B5|S|244521|0
217704486282590|0608508|Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA|39880513|50285|G6120|S|221704258476950|95008|ZCTA5 95008|16739966|65665|G6350|B5|S|14876748|50285
217704486282590|0608508|Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA|39880513|50285|G6120|S|221704258476970|95032|ZCTA5 95032|48346431|351979|G6350|B5|S|665965|0
217704486282590|0608508|Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA|39880513|50285|G6120|S|221704258477006|95070|ZCTA5 95070|73352231|70015|G6350|B5|S|589808|0
217704486282590|0608508|Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA|39880513|50285|G6120|S|221704258477018|95117|ZCTA5 95117|6009496|0|G6350|B5|S|5857385|0
217704486282590|0608508|Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA|39880513|50285|G6120|S|221704258477039|95128|ZCTA5 95128|10180640|0|G6350|B5|S|2589698|0
217704486282590|0608508|Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA|39880513|50285|G6120|S|221704258477041|95129|ZCTA5 95129|11818432|0|G6350|B5|S|11573911|0
217704486282590|0608508|Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA|39880513|50285|G6120|S|221704258477042|95130|ZCTA5 95130|3726998|0|G6350|B5|S|3726998|0
217704486282604|0608510|Santa Clara County (Central)--San Jose City (Central) PUMA|49622967|15380|G6120|S|221704258476950|95008|ZCTA5 95008|16739966|65665|G6350|B5|S|1097556|15380
217704486282604|0608510|Santa Clara County (Central)--San Jose City (Central) PUMA|49622967|15380|G6120|S|221704258477011|95110|ZCTA5 95110|11795590|0|G6350|B5|S|1223588|0
217704486282604|0608510|Santa Clara County (Central)--San Jose City (Central) PUMA|49622967|15380|G6120|S|221704258477012|95111|ZCTA5 95111|15035831|18008|G6350|B5|S|5761963|0
217704486282604|0608510|Santa Clara County (Central)--San Jose City (Central) PUMA|49622967|15380|G6120|S|221704258477014|95112|ZCTA5 95112|18828729|0|G6350|B5|S|5059889|0
217704486282604|0608510|Santa Clara County (Central)--San Jose City (Central) PUMA|49622967|15380|G6120|S|221704258477020|95118|ZCTA5 95118|10530686|158166|G6350|B5|S|964319|0
217704486282604|0608510|Santa Clara County (Central)--San Jose City (Central) PUMA|49622967|15380|G6120|S|221704258477024|95121|ZCTA5 95121|11513079|0|G6350|B5|S|2730343|0
217704486282604|0608510|Santa Clara County (Central)--San Jose City (Central) PUMA|49622967|15380|G6120|S|221704258477026|95122|ZCTA5 95122|12385325|0|G6350|B5|S|4205309|0
217704486282604|0608510|Santa Clara County (Central)--San Jose City (Central) PUMA|49622967|15380|G6120|S|221704258477031|95124|ZCTA5 95124|17064020|0|G6350|B5|S|5281572|0
217704486282604|0608510|Santa Clara County (Central)--San Jose City (Central) PUMA|49622967|15380|G6120|S|221704258477033|95125|ZCTA5 95125|18867188|0|G6350|B5|S|17451822|0
217704486282604|0608510|Santa Clara County (Central)--San Jose City (Central) PUMA|49622967|15380|G6120|S|221704258477034|95126|ZCTA5 95126|8592369|0|G6350|B5|S|1111749|0
217704486282604|0608510|Santa Clara County (Central)--San Jose City (Central) PUMA|49622967|15380|G6120|S|221704258477039|95128|ZCTA5 95128|10180640|0|G6350|B5|S|52079|0
217704486282604|0608510|Santa Clara County (Central)--San Jose City (Central) PUMA|49622967|15380|G6120|S|221704258477051|95136|ZCTA5 95136|13476520|50274|G6350|B5|S|4682778|0
217704486282602|0608511|Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park PUMA|33207461|126060|G6120|S|221704258476950|95008|ZCTA5 95008|16739966|65665|G6350|B5|S|690017|0
217704486282602|0608511|Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park PUMA|33207461|126060|G6120|S|221704258476970|95032|ZCTA5 95032|48346431|351979|G6350|B5|S|395324|0
217704486282602|0608511|Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park PUMA|33207461|126060|G6120|S|221704258477020|95118|ZCTA5 95118|10530686|158166|G6350|B5|S|7362287|7114
217704486282602|0608511|Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park PUMA|33207461|126060|G6120|S|221704258477028|95123|ZCTA5 95123|20258957|132881|G6350|B5|S|5665405|68672
217704486282602|0608511|Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park PUMA|33207461|126060|G6120|S|221704258477031|95124|ZCTA5 95124|17064020|0|G6350|B5|S|10300686|0
217704486282602|0608511|Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park PUMA|33207461|126060|G6120|S|221704258477051|95136|ZCTA5 95136|13476520|50274|G6350|B5|S|8793742|50274
217704486282570|0608512|Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA|98354841|1976475|G6120|S|221704258476970|95032|ZCTA5 95032|48346431|351979|G6350|B5|S|5219|0
217704486282570|0608512|Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA|98354841|1976475|G6120|S|221704258476982|95037|ZCTA5 95037|311001106|4849979|G6350|B5|S|648196|970346
217704486282570|0608512|Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA|98354841|1976475|G6120|S|221704258477020|95118|ZCTA5 95118|10530686|158166|G6350|B5|S|2204080|151052
217704486282570|0608512|Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA|98354841|1976475|G6120|S|221704258477022|95119|ZCTA5 95119|11012497|8026|G6350|B5|S|11012497|8026
217704486282570|0608512|Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA|98354841|1976475|G6120|S|221704258477023|95120|ZCTA5 95120|101789492|895997|G6350|B5|S|66620705|782842
217704486282570|0608512|Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA|98354841|1976475|G6120|S|221704258477028|95123|ZCTA5 95123|20258957|132881|G6350|B5|S|14593552|64209
217704486282570|0608512|Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA|98354841|1976475|G6120|S|221704258477031|95124|ZCTA5 95124|17064020|0|G6350|B5|S|149241|0
217704486282570|0608512|Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA|98354841|1976475|G6120|S|221704258477053|95139|ZCTA5 95139|3121351|0|G6350|B5|S|3121351|0
2177029730288181|0608515|Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town PUMA|181986645|490086|G6120|S|221704258476566|94022|ZCTA5 94022|45888875|0|G6350|B5|S|39102575|0
2177029730288181|0608515|Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town PUMA|181986645|490086|G6120|S|221704258476568|94024|ZCTA5 94024|21426738|0|G6350|B5|S|11270449|0
2177029730288181|0608515|Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town PUMA|181986645|490086|G6120|S|221704258476574|94028|ZCTA5 94028|44861208|228146|G6350|B5|S|8480794|224405
2177029730288181|0608515|Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town PUMA|181986645|490086|G6120|S|221704258476657|94301|ZCTA5 94301|6138863|0|G6350|B5|S|6138863|0
2177029730288181|0608515|Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town PUMA|181986645|490086|G6120|S|221704258476660|94303|ZCTA5 94303|21856998|384921|G6350|B5|S|6450923|0
2177029730288181|0608515|Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town PUMA|181986645|490086|G6120|S|221704258476661|94304|ZCTA5 94304|12449130|0|G6350|B5|S|12449130|0
2177029730288181|0608515|Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town PUMA|181986645|490086|G6120|S|221704258476663|94305|ZCTA5 94305|12379045|117653|G6350|B5|S|12379045|117653
2177029730288181|0608515|Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town PUMA|181986645|490086|G6120|S|221704258476665|94306|ZCTA5 94306|10581308|0|G6350|B5|S|10252947|0
2177029730288181|0608515|Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town PUMA|181986645|490086|G6120|S|221704258476956|95014|ZCTA5 95014|64388215|339868|G6350|B5|S|34825786|78013
2177029730288181|0608515|Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town PUMA|181986645|490086|G6120|S|221704258476972|95033|ZCTA5 95033|231661592|1880021|G6350|B5|S|10021407|0
2177029730288181|0608515|Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town PUMA|181986645|490086|G6120|S|221704258477006|95070|ZCTA5 95070|73352231|70015|G6350|B5|S|30614726|70015
2177029730288180|0608516|Santa Clara County (Northwest)--Sunnyvale City PUMA|44076243|0|G6120|S|221704258476578|94040|ZCTA5 94040|9479333|0|G6350|B5|S|134914|0
2177029730288180|0608516|Santa Clara County (Northwest)--Sunnyvale City PUMA|44076243|0|G6120|S|221704258476579|94041|ZCTA5 94041|4120738|0|G6350|B5|S|2489|0
2177029730288180|0608516|Santa Clara County (Northwest)--Sunnyvale City PUMA|44076243|0|G6120|S|221704258476582|94043|ZCTA5 94043|21906342|0|G6350|B5|S|14327|0
2177029730288180|0608516|Santa Clara County (Northwest)--Sunnyvale City PUMA|44076243|0|G6120|S|221704258476601|94085|ZCTA5 94085|9097788|0|G6350|B5|S|8968347|0
2177029730288180|0608516|Santa Clara County (Northwest)--Sunnyvale City PUMA|44076243|0|G6120|S|221704258476604|94086|ZCTA5 94086|11309684|0|G6350|B5|S|11244454|0
2177029730288180|0608516|Santa Clara County (Northwest)--Sunnyvale City PUMA|44076243|0|G6120|S|221704258476606|94087|ZCTA5 94087|17070567|0|G6350|B5|S|16503116|0
2177029730288180|0608516|Santa Clara County (Northwest)--Sunnyvale City PUMA|44076243|0|G6120|S|221704258476609|94089|ZCTA5 94089|15760035|9341|G6350|B5|S|5544555|0
2177029730288180|0608516|Santa Clara County (Northwest)--Sunnyvale City PUMA|44076243|0|G6120|S|221704258476956|95014|ZCTA5 95014|64388215|339868|G6350|B5|S|79260|0
2177029730288180|0608516|Santa Clara County (Northwest)--Sunnyvale City PUMA|44076243|0|G6120|S|221704258476996|95051|ZCTA5 95051|17070850|0|G6350|B5|S|1584781|0
2177029730288179|0608517|Santa Clara County (Northwest)--Santa Clara City PUMA|46987570|0|G6120|S|221704258476604|94086|ZCTA5 94086|11309684|0|G6350|B5|S|65230|0
2177029730288179|0608517|Santa Clara County (Northwest)--Santa Clara City PUMA|46987570|0|G6120|S|221704258476993|95050|ZCTA5 95050|14129260|0|G6350|B5|S|13769626|0
2177029730288179|0608517|Santa Clara County (Northwest)--Santa Clara City PUMA|46987570|0|G6120|S|221704258476996|95051|ZCTA5 95051|17070850|0|G6350|B5|S|14108323|0
2177029730288179|0608517|Santa Clara County (Northwest)--Santa Clara City PUMA|46987570|0|G6120|S|221704258476997|95053|ZCTA5 95053|379943|0|G6350|B5|S|379943|0
2177029730288179|0608517|Santa Clara County (Northwest)--Santa Clara City PUMA|46987570|0|G6120|S|221704258476998|95054|ZCTA5 95054|16635959|0|G6350|B5|S|16495392|0
2177029730288179|0608517|Santa Clara County (Northwest)--Santa Clara City PUMA|46987570|0|G6120|S|221704258477018|95117|ZCTA5 95117|6009496|0|G6350|B5|S|152111|0
2177029730288179|0608517|Santa Clara County (Northwest)--Santa Clara City PUMA|46987570|0|G6120|S|221704258477034|95126|ZCTA5 95126|8592369|0|G6350|B5|S|671252|0
2177029730288179|0608517|Santa Clara County (Northwest)--Santa Clara City PUMA|46987570|0|G6120|S|221704258477039|95128|ZCTA5 95128|10180640|0|G6350|B5|S|1345693|0
2177029730288219|0608518|Santa Clara County (Northwest)--San Jose (Berryessa) & Milpitas Cities PUMA|54690063|119350|G6120|S|221704258476975|95035|ZCTA5 95035|58099919|119350|G6350|B5|S|46166426|119350
2177029730288219|0608518|Santa Clara County (Northwest)--San Jose (Berryessa) & Milpitas Cities PUMA|54690063|119350|G6120|S|221704258477044|95132|ZCTA5 95132|70845098|1413|G6350|B5|S|8523637|0
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|||||||||2991875|5354427
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|221704258476609|94089|ZCTA5 94089|15760035|9341|G6350|B5|S|10215480|9341
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|221704258476940|95002|ZCTA5 95002|24808473|291946|G6350|B5|S|24808473|291946
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|221704258476950|95008|ZCTA5 95008|16739966|65665|G6350|B5|S|75645|0
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|221704258476975|95035|ZCTA5 95035|58099919|119350|G6350|B5|S|4831705|0
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|221704258476993|95050|ZCTA5 95050|14129260|0|G6350|B5|S|359634|0
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|221704258476998|95054|ZCTA5 95054|16635959|0|G6350|B5|S|140567|0
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|221704258477011|95110|ZCTA5 95110|11795590|0|G6350|B5|S|10572002|0
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|221704258477014|95112|ZCTA5 95112|18828729|0|G6350|B5|S|11521340|0
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|221704258477016|95113|ZCTA5 95113|902035|0|G6350|B5|S|902035|0
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|221704258477017|95116|ZCTA5 95116|9229875|0|G6350|B5|S|2978751|0
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|221704258477026|95122|ZCTA5 95122|12385325|0|G6350|B5|S|54570|0
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|221704258477033|95125|ZCTA5 95125|18867188|0|G6350|B5|S|1415366|0
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|221704258477034|95126|ZCTA5 95126|8592369|0|G6350|B5|S|6809368|0
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|221704258477039|95128|ZCTA5 95128|10180640|0|G6350|B5|S|6193170|0
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|221704258477043|95131|ZCTA5 95131|14958350|0|G6350|B5|S|4901361|0
2177029730288128|0608519|Santa Clara County (Central)--San Jose City (North) PUMA|116764104|5655714|G6120|S|221704258477048|95134|ZCTA5 95134|27992762|0|G6350|B5|S|27992762|0
2177029730288200|0608520|Santa Clara County (Central)--San Jose City (Southeast/Evergreen) PUMA|85489530|18008|G6120|S|221704258477012|95111|ZCTA5 95111|15035831|18008|G6350|B5|S|9273868|18008
2177029730288200|0608520|Santa Clara County (Central)--San Jose City (Southeast/Evergreen) PUMA|85489530|18008|G6120|S|221704258477024|95121|ZCTA5 95121|11513079|0|G6350|B5|S|7001651|0
2177029730288200|0608520|Santa Clara County (Central)--San Jose City (Southeast/Evergreen) PUMA|85489530|18008|G6120|S|221704258477049|95135|ZCTA5 95135|335252894|2262354|G6350|B5|S|28566407|0
2177029730288200|0608520|Santa Clara County (Central)--San Jose City (Southeast/Evergreen) PUMA|85489530|18008|G6120|S|221704258477052|95138|ZCTA5 95138|67431830|6794|G6350|B5|S|33621183|0
2177029730288200|0608520|Santa Clara County (Central)--San Jose City (Southeast/Evergreen) PUMA|85489530|18008|G6120|S|221704258477055|95148|ZCTA5 95148|20415776|246839|G6350|B5|S|7026421|0
2177029730288171|0608521|Santa Clara County (North)--San Jose City (North Valley/East San Jose) PUMA|34908367|0|G6120|S|221704258476975|95035|ZCTA5 95035|58099919|119350|G6350|B5|S|19037|0
2177029730288171|0608521|Santa Clara County (North)--San Jose City (North Valley/East San Jose) PUMA|34908367|0|G6120|S|221704258477014|95112|ZCTA5 95112|18828729|0|G6350|B5|S|2247500|0
2177029730288171|0608521|Santa Clara County (North)--San Jose City (North Valley/East San Jose) PUMA|34908367|0|G6120|S|221704258477017|95116|ZCTA5 95116|9229875|0|G6350|B5|S|6251124|0
2177029730288171|0608521|Santa Clara County (North)--San Jose City (North Valley/East San Jose) PUMA|34908367|0|G6120|S|221704258477024|95121|ZCTA5 95121|11513079|0|G6350|B5|S|1781085|0
2177029730288171|0608521|Santa Clara County (North)--San Jose City (North Valley/East San Jose) PUMA|34908367|0|G6120|S|221704258477026|95122|ZCTA5 95122|12385325|0|G6350|B5|S|8125446|0
2177029730288171|0608521|Santa Clara County (North)--San Jose City (North Valley/East San Jose) PUMA|34908367|0|G6120|S|221704258477037|95127|ZCTA5 95127|49290231|99400|G6350|B5|S|273323|0
2177029730288171|0608521|Santa Clara County (North)--San Jose City (North Valley/East San Jose) PUMA|34908367|0|G6120|S|221704258477043|95131|ZCTA5 95131|14958350|0|G6350|B5|S|10056989|0
2177029730288171|0608521|Santa Clara County (North)--San Jose City (North Valley/East San Jose) PUMA|34908367|0|G6120|S|221704258477044|95132|ZCTA5 95132|70845098|1413|G6350|B5|S|238912|0
2177029730288171|0608521|Santa Clara County (North)--San Jose City (North Valley/East San Jose) PUMA|34908367|0|G6120|S|221704258477046|95133|ZCTA5 95133|8446896|0|G6350|B5|S|5859358|0
2177029730288171|0608521|Santa Clara County (North)--San Jose City (North Valley/East San Jose) PUMA|34908367|0|G6120|S|221704258477055|95148|ZCTA5 95148|20415776|246839|G6350|B5|S|55593|0
2177029730288159|0608522|Santa Clara County (Northwest)--Mountain View & Los Altos Cities PUMA|66281620|8860135|G6120|S|||||||||5652413|8495729
2177029730288159|0608522|Santa Clara County (Northwest)--Mountain View & Los Altos Cities PUMA|66281620|8860135|G6120|S|221704258476566|94022|ZCTA5 94022|45888875|0|G6350|B5|S|6786300|0
2177029730288159|0608522|Santa Clara County (Northwest)--Mountain View & Los Altos Cities PUMA|66281620|8860135|G6120|S|221704258476568|94024|ZCTA5 94024|21426738|0|G6350|B5|S|9767852|0
2177029730288159|0608522|Santa Clara County (Northwest)--Mountain View & Los Altos Cities PUMA|66281620|8860135|G6120|S|221704258476578|94040|ZCTA5 94040|9479333|0|G6350|B5|S|9344419|0
2177029730288159|0608522|Santa Clara County (Northwest)--Mountain View & Los Altos Cities PUMA|66281620|8860135|G6120|S|221704258476579|94041|ZCTA5 94041|4120738|0|G6350|B5|S|4118249|0
2177029730288159|0608522|Santa Clara County (Northwest)--Mountain View & Los Altos Cities PUMA|66281620|8860135|G6120|S|221704258476582|94043|ZCTA5 94043|21906342|0|G6350|B5|S|21892015|0
2177029730288159|0608522|Santa Clara County (Northwest)--Mountain View & Los Altos Cities PUMA|66281620|8860135|G6120|S|221704258476601|94085|ZCTA5 94085|9097788|0|G6350|B5|S|129441|0
2177029730288159|0608522|Santa Clara County (Northwest)--Mountain View & Los Altos Cities PUMA|66281620|8860135|G6120|S|221704258476606|94087|ZCTA5 94087|17070567|0|G6350|B5|S|40381|0
2177029730288159|0608522|Santa Clara County (Northwest)--Mountain View & Los Altos Cities PUMA|66281620|8860135|G6120|S|221704258476660|94303|ZCTA5 94303|21856998|384921|G6350|B5|S|8222189|364406
2177029730288159|0608522|Santa Clara County (Northwest)--Mountain View & Los Altos Cities PUMA|66281620|8860135|G6120|S|221704258476665|94306|ZCTA5 94306|10581308|0|G6350|B5|S|328361|0
217704486282439|0608701|Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA|1050494453|15393483|G6120|S|||||||||0|12668140
217704486282439|0608701|Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA|1050494453|15393483|G6120|S|221704258476942|95003|ZCTA5 95003|83980569|3151|G6350|B5|S|73317160|0
217704486282439|0608701|Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA|1050494453|15393483|G6120|S|221704258476944|95005|ZCTA5 95005|30590403|0|G6350|B5|S|30590403|0
217704486282439|0608701|Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA|1050494453|15393483|G6120|S|221704258476945|95006|ZCTA5 95006|142887682|12723|G6350|B5|S|142887682|12723
217704486282439|0608701|Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA|1050494453|15393483|G6120|S|221704258476946|95007|ZCTA5 95007|4107423|0|G6350|B5|S|4107423|0
217704486282439|0608701|Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA|1050494453|15393483|G6120|S|221704258476957|95017|ZCTA5 95017|161727896|50030|G6350|B5|S|161727896|50030
217704486282439|0608701|Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA|1050494453|15393483|G6120|S|221704258476958|95018|ZCTA5 95018|45181820|692736|G6350|B5|S|45181820|692736
217704486282439|0608701|Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA|1050494453|15393483|G6120|S|221704258476960|95019|ZCTA5 95019|2833762|0|G6350|B5|S|2833762|0
217704486282439|0608701|Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA|1050494453|15393483|G6120|S|221704258476972|95033|ZCTA5 95033|231661592|1880021|G6350|B5|S|121888181|3071
217704486282439|0608701|Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA|1050494453|15393483|G6120|S|221704258476984|95041|ZCTA5 95041|501195|0|G6350|B5|S|501195|0
217704486282439|0608701|Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA|1050494453|15393483|G6120|S|221704258476999|95060|ZCTA5 95060|141277746|162014|G6350|B5|S|117959560|58227
217704486282439|0608701|Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA|1050494453|15393483|G6120|S|221704258477003|95065|ZCTA5 95065|28342876|0|G6350|B5|S|24839569|0
217704486282439|0608701|Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA|1050494453|15393483|G6120|S|221704258477005|95066|ZCTA5 95066|48496652|0|G6350|B5|S|48496652|0
217704486282439|0608701|Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA|1050494453|15393483|G6120|S|221704258477007|95073|ZCTA5 95073|59310300|0|G6350|B5|S|57401437|0
217704486282439|0608701|Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA|1050494453|15393483|G6120|S|221704258477010|95076|ZCTA5 95076|349901713|2567548|G6350|B5|S|218761713|1908556
217704486282074|0608702|Santa Cruz County (South & Coastal)--Santa Cruz City PUMA|102329131|404320747|G6120|S|||||||||0|403627261
217704486282074|0608702|Santa Cruz County (South & Coastal)--Santa Cruz City PUMA|102329131|404320747|G6120|S|221704258476942|95003|ZCTA5 95003|83980569|3151|G6350|B5|S|10663409|3151
217704486282074|0608702|Santa Cruz County (South & Coastal)--Santa Cruz City PUMA|102329131|404320747|G6120|S|221704258476952|95010|ZCTA5 95010|3581425|213680|G6350|B5|S|3581425|213680
217704486282074|0608702|Santa Cruz County (South & Coastal)--Santa Cruz City PUMA|102329131|404320747|G6120|S|221704258476999|95060|ZCTA5 95060|141277746|162014|G6350|B5|S|23318186|103787
217704486282074|0608702|Santa Cruz County (South & Coastal)--Santa Cruz City PUMA|102329131|404320747|G6120|S|221704258477001|95062|ZCTA5 95062|13086413|306395|G6350|B5|S|13086413|306395
217704486282074|0608702|Santa Cruz County (South & Coastal)--Santa Cruz City PUMA|102329131|404320747|G6120|S|221704258477002|95064|ZCTA5 95064|4407796|0|G6350|B5|S|4407796|0
217704486282074|0608702|Santa Cruz County (South & Coastal)--Santa Cruz City PUMA|102329131|404320747|G6120|S|221704258477003|95065|ZCTA5 95065|28342876|0|G6350|B5|S|3503307|0
217704486282074|0608702|Santa Cruz County (South & Coastal)--Santa Cruz City PUMA|102329131|404320747|G6120|S|221704258477007|95073|ZCTA5 95073|59310300|0|G6350|B5|S|1908863|0
217704486282074|0608702|Santa Cruz County (South & Coastal)--Santa Cruz City PUMA|102329131|404320747|G6120|S|221704258477010|95076|ZCTA5 95076|349901713|2567548|G6350|B5|S|41859732|66473
